Date,Company,State,City,Level,Working Mode,Average_salary
2024-06-23,Bytedance,California,San Jose,Mid-level,On-Site,197000.0
2024-06-23,Rand Corporation,California,Los Angeles,Mid-level,On-Site,132700.0
2024-06-23,Tesla,California,Palo Alto,Mid-level,On-Site,238000.0
2024-06-23,Tesla,California,Palo Alto,Mid-level,On-Site,238000.0
2024-06-23,Digital Force Technologies,California,San Diego,Mid-level,On-Site,155000.0
2024-06-23,Pinterest,California,San Francisco,Manager,On-Site,239335.5
2024-06-23,Electronic Arts,California,Marina del Rey,Mid-level,On-Site,221650.0
2024-06-23,Paypal,California,San Jose,Senior,On-Site,144550.0
2024-06-23,Pinterest,California,Palo Alto,Manager,On-Site,283720.5
2024-06-23,Facebook App,California,Menlo Park,Mid-level,On-Site,337500.0
2024-06-23,Walmart,California,San Bruno,Senior,On-Site,175500.0
2024-06-23,Snapchat,California,Los Angeles,Manager,On-Site,236000.0
2024-06-23,Walmart,California,Sunnyvale,Mid-level,On-Site,214500.0
2024-06-23,Pinterest,California,San Francisco,Mid-level,On-Site,226272.5
2024-06-23,Meta,California,Menlo Park,Mid-level,On-Site,214000.0
2024-06-23,Openai,California,San Francisco,Mid-level,On-Site,347500.0
2024-06-23,Apple,California,Sunnyvale,Mid-level,On-Site,197700.0
2024-06-23,Nvidia,California,Santa Clara,Mid-level,On-Site,175000.0
2024-06-23,Linktree,California,San Francisco,Mid-level,On-Site,205000.0
2024-06-23,Hive,California,San Francisco,Manager,On-Site,215000.0
2024-06-23,Apple,California,Cupertino,Senior,On-Site,213600.0
2024-06-23,Denali Therapeutics,California,South San Francisco,Mid-level,On-Site,185166.5
2024-06-23,Tiktok,California,San Jose,Mid-level,On-Site,197500.0
2024-06-23,Apple,California,Cupertino,Senior,On-Site,235450.0
2024-06-23,Tiktok,California,Mountain View,Lead,On-Site,172118.5
2024-06-23,Coactive Ai,California,San Jose,Mid-level,On-Site,220000.0
2024-06-23,Biolinq Incorporated,California,San Diego,Mid-level,On-Site,165000.0
2024-06-23,Celigo,California,San Francisco Bay Area,Mid-level,On-Site,220000.0
2024-06-23,Meta,California,Burlingame,Manager,On-Site,243500.0
2024-06-23,Databricks,California,Mountain View,Mid-level,On-Site,226000.0
2024-06-23,World Economic Forum Llc,California,San Francisco,Lead,On-Site,150000.0
2024-06-23,Walmart,California,Sunnyvale,Senior,On-Site,214500.0
2024-06-23,Apple,California,Cupertino,Mid-level,On-Site,213600.0
2024-06-23,Tiktok,California,San Jose,Manager,On-Site,298140.0
2024-06-23,Paypal,California,San Jose,Mid-level,On-Site,165600.0
2024-06-23,Xencor,California,San Diego,Mid-level,On-Site,140000.0
2024-06-23,Apple,California,Cupertino,Mid-level,On-Site,281950.0
2024-06-23,Uber,California,San Francisco,Senior,On-Site,185000.0
2024-06-23,Meta,California,Menlo Park,Mid-level,On-Site,130700.0
2024-06-23,Apple,California,Cupertino,Mid-level,On-Site,366250.0
2024-06-23,Apple,California,Cupertino,Mid-level,On-Site,235450.0
2024-06-23,Abbott Laboratories,California,Alameda,Manager,On-Site,188600.0
2024-06-23,Apple,California,Cupertino,Mid-level,On-Site,197700.0
2024-06-23,Amazon.com Services Llc,California,Sunnyvale,Mid-level,On-Site,136000.0
2024-06-23,Walmart,California,Sunnyvale,Mid-level,On-Site,253500.0
2024-06-23,Element Science,California,San Francisco,Mid-level,On-Site,205000.0
2024-06-23,Walmart,California,San Bruno,Mid-level,On-Site,214500.0
2024-06-23,Google,California,San Francisco,Mid-level,On-Site,253000.0
2024-06-23,"Amazon Development Center U.s., Inc.",California,Santa Clara,Mid-level,On-Site,136000.0
2024-06-23,Paypal,California,San Jose,Lead,On-Site,183450.0
2024-06-23,Seescan Inc.,California,San Diego,Lead,On-Site,150000.0
2024-06-23,Amgen,California,Thousand Oaks,Senior,On-Site,175853.5
2024-06-23,Palo Alto Networks,California,Santa Clara,Mid-level,On-Site,188700.0
2024-06-23,Betterhelp,California,Mountain View,Senior,On-Site,178500.0
2024-06-23,Adobe,California,San Jose,Mid-level,On-Site,217550.0
2024-06-23,Waymo,California,Mountain View,Mid-level,On-Site,256000.0
2024-06-23,Samsung Research America,California,Mountain View,Mid-level,On-Site,202550.0
2024-06-23,Annapurna Labs (u.s.) Inc.,California,Cupertino,Manager,On-Site,148000.0
2024-06-23,University Of California Berkeley,California,Berkeley,Mid-level,On-Site,69650.0
2024-06-23,Apple,California,San Diego,Mid-level,On-Site,288400.0
2024-06-23,Meta,California,Menlo Park,Manager,On-Site,159000.0
2024-06-23,Bill.com,California,San Jose,Senior,On-Site,139350.0
2024-06-23,Snapchat,California,Los Angeles,Mid-level,On-Site,178500.0
2024-06-23,Apple,California,Cupertino,Mid-level,On-Site,281950.0
2024-06-23,Tiktok,California,Mountain View,Mid-level,On-Site,247500.0
2024-06-23,"Amazon Development Center U.s., Inc. - B02",California,Palo Alto,Mid-level,On-Site,179000.0
2024-06-23,Skydio,California,San Mateo,Senior,On-Site,203250.0
2024-06-23,Apple,California,Cupertino,Senior,On-Site,235450.0
2024-06-23,"Amazon Web Services, Inc. - A97",California,Santa Clara,Mid-level,On-Site,136000.0
2024-06-23,"Zoom Video Communications, Inc.",California,San Jose,Mid-level,On-Site,122200.0
2024-06-23,Annapurna Labs (u.s.) Inc.,California,Cupertino,Mid-level,On-Site,129300.0
2024-06-23,Intel,California,Santa Clara,Mid-level,On-Site,154955.0
2024-06-23,"Amazon Web Services, Inc.",California,San Francisco,Mid-level,On-Site,118200.0
2024-06-23,Blizzard Entertainment,California,Irvine,Senior,On-Site,173190.0
2024-06-23,Amazon.com Services Llc,California,Palo Alto,Mid-level,On-Site,179000.0
2024-06-23,Tiktok,California,San Jose,Senior,On-Site,232303.5
2024-06-23,Asana,California,San Francisco,Senior,On-Site,259000.0
2024-06-23,Adobe,California,San Jose,Senior,On-Site,241250.0
2024-06-23,Nvidia,California,Santa Clara,Mid-level,On-Site,212000.0
2024-06-23,Steerbridge Strategies,California,San Diego,Mid-level,On-Site,130000.0
2024-06-23,Adobe,California,San Jose,Senior,On-Site,178300.0
2024-06-23,Walmart,California,Sunnyvale,Senior,On-Site,240000.0
2024-06-23,Biomerieux Sa,California,San Jose,Mid-level,On-Site,144327.0
2024-06-23,Walmart,California,Sunnyvale,Mid-level,On-Site,214500.0
2024-06-23,Latham & Watkins Llp,California,Los Angeles,Mid-level,On-Site,137500.0
2024-06-23,Meta,California,San Francisco,Manager,On-Site,204500.0
2024-06-23,Amazon.com Services Llc,California,San Diego,Senior,On-Site,117300.0
2024-06-23,Blizzard Entertainment,California,Irvine,Senior,On-Site,132367.0
2024-06-23,Acubed,California,Sunnyvale,Mid-level,On-Site,203500.0
2024-06-23,Couchbase,California,Santa Clara,Mid-level,On-Site,160000.0
2024-06-23,Adobe,California,San Jose,Manager,On-Site,241250.0
2024-06-23,"Amazon Web Services, Inc. - A97",California,Santa Clara,Mid-level,On-Site,136000.0
2024-06-23,Revolution Medicines,California,Redwood City,Mid-level,On-Site,231500.0
2024-06-23,Cedars-sinai,California,Los Angeles,Mid-level,On-Site,80080.0
2024-06-23,Recor Medical,California,Palo Alto,Lead,On-Site,162409.5
2024-06-23,"Amazon Development Center U.s., Inc.",California,Santa Clara,Mid-level,On-Site,136000.0
2024-06-23,Meta,California,Sunnyvale,Mid-level,On-Site,145000.0
2024-06-23,Applied Intuition,California,Mountain View,Lead,On-Site,273500.0
2024-06-23,Labelbox,California,San Francisco Bay Area,Mid-level,On-Site,232500.0
2024-06-23,Command Holdings,California,Coronado,Mid-level,On-Site,97500.0
2024-06-23,Kid Company,California,Palo Alto,Mid-level,On-Site,125000.0
2024-06-23,University Of California Berkeley,California,Berkeley,Mid-level,On-Site,97400.0
2024-06-23,Amazon.com Services Llc,California,Sunnyvale,Mid-level,On-Site,150400.0
2024-06-23,Apple,California,Cupertino,Senior,On-Site,287500.0
2024-06-23,Apple,California,Cupertino,Mid-level,On-Site,235450.0
2024-06-23,"Amazon Development Center U.s., Inc. - B02",California,Santa Clara,Senior,On-Site,150400.0
2024-06-23,Apple,California,Cupertino,Mid-level,On-Site,173600.0
2024-06-23,Ibm,California,San Jose,Manager,On-Site,291600.0
2024-06-23,Meta,California,Los Angeles,Manager,On-Site,243500.0
2024-06-23,Southern California Edison,California,Rosemead,Senior,On-Site,183400.0
2024-06-23,Moveworks.ai,California,Mountain View,Senior,On-Site,184500.0
2024-06-23,Intellipro Group Inc,California,San Jose,Lead,On-Site,310000.0
2024-06-23,Amazon.com Services Llc,California,Palo Alto,Mid-level,On-Site,115000.0
2024-06-23,Apple,California,Cupertino,Mid-level,On-Site,235450.0
2024-06-23,Openai,California,San Francisco,Mid-level,On-Site,272500.0
2024-06-23,Skyworks,California,Irvine,Mid-level,On-Site,160600.0
2024-06-23,Activision,California,Woodland Hills,Senior,On-Site,143877.0
2024-06-23,University Of California Berkeley,California,Berkeley,Mid-level,On-Site,134150.0
2024-06-23,Klarity,California,San Francisco,Mid-level,On-Site,240500.0
2024-06-23,Apple,California,San Francisco,Mid-level,On-Site,197700.0
2024-06-23,Costar Group,California,Irvine,Manager,On-Site,233850.0
2024-06-23,Uber,California,San Francisco,Senior,On-Site,185000.0
2024-06-23,Tiktok,California,San Jose,Lead,On-Site,580000.0
2024-06-23,Nvidia,California,Santa Clara,Manager,On-Site,319875.0
2024-06-23,Uber,California,San Francisco,Mid-level,On-Site,252000.0
2024-06-23,Tiktok,California,San Jose,Mid-level,On-Site,197500.0
2024-06-23,Meta,California,Menlo Park,Mid-level,On-Site,254000.0
2024-06-23,Meta,California,Menlo Park,Manager,On-Site,243500.0
2024-06-23,Tiktok,California,San Jose,Mid-level,On-Site,197500.0
2024-06-23,Servicenow,California,San Diego,Mid-level,On-Site,228000.0
2024-06-23,"Amazon Development Center U.s., Inc.",California,East Palo Alto,Senior,On-Site,136000.0
2024-06-23,San Francisco State University,California,San Francisco,Mid-level,On-Site,57960.0
2024-06-23,Meta,California,Menlo Park,Manager,On-Site,239500.0
2024-06-23,Appfolio,California,San Diego,Mid-level,On-Site,120000.0
2024-06-23,Amazon.com Services Llc - A57,California,Cupertino,Mid-level,On-Site,129300.0
2024-06-23,D-matrix,California,Santa Clara,Senior,On-Site,210650.0
2024-06-23,"Amazon Web Services, Inc. - A97",California,Santa Clara,Mid-level,On-Site,136000.0
2024-06-23,Tiktok,California,Mountain View,Mid-level,On-Site,248260.0
2024-06-23,Blackline,California,Pleasanton,Senior,On-Site,185900.0
2024-06-23,Nvidia,California,California,Senior,On-Site,319875.0
2024-06-23,Stanford University,California,Stanford,Mid-level,On-Site,115500.0
2024-06-23,Intel,California,Santa Clara,Manager,On-Site,223610.0
2024-06-23,Adobe,California,San Jose,Mid-level,On-Site,273650.0
2024-06-23,Stackedsp Inc,California,San Francisco,Mid-level,On-Site,160000.0
2024-06-23,Edwards Lifesciences,California,Irvine,Mid-level,On-Site,148500.0
2024-06-23,Tesla,California,Palo Alto,Mid-level,On-Site,232000.0
2024-06-23,Sweetgreen,California,Los Angeles,Senior,On-Site,155000.0
2024-06-23,Tiktok,California,San Jose,Lead,On-Site,208500.0
2024-06-23,Eikon Therapeutics,California,Hayward,Senior,On-Site,180900.0
2024-06-23,Summer Health,California,San Francisco,Mid-level,On-Site,200000.0
2024-06-23,Apple,California,Cupertino,Mid-level,On-Site,213600.0
2024-06-23,"Ironclad, Inc.",California,San Francisco,Mid-level,On-Site,200000.0
2024-06-23,Walmart,California,Sunnyvale,Mid-level,On-Site,165000.0
2024-06-23,Tiktok,California,San Jose,Lead,On-Site,317000.0
2024-06-23,Google,California,Sunnyvale,Manager,On-Site,189000.0
2024-06-23,"Gusto, Inc.",California,San Francisco Bay Area,Senior,On-Site,214000.0
2024-06-23,Amazon.com Services Llc,California,Irvine,Senior,On-Site,136000.0
2024-06-23,Jpmorgan Chase & Co,California,Palo Alto,Mid-level,On-Site,262500.0
2024-06-23,Amazon.com Services Llc,California,Cupertino,Manager,On-Site,66800.0
2024-06-23,Amazon.com Services Llc,California,Sunnyvale,Mid-level,On-Site,136000.0
2024-06-23,Commerce Casino,California,Commerce,Manager,On-Site,120000.0
2024-06-23,Fulgent Therapeutics Llc,California,El Monte,Mid-level,On-Site,185000.0
2024-06-23,Infineon Technologies,California,San Jose,Mid-level,On-Site,215760.0
2024-06-23,Amgen,California,Thousand Oaks,Manager,On-Site,156198.5
2024-06-23,Ebay,California,San Jose,Mid-level,On-Site,170450.0
2024-06-23,Autodesk,California,San Francisco,Manager,On-Site,190875.0
2024-06-23,Amazon.com Services Llc,California,Palo Alto,Mid-level,On-Site,179000.0
2024-06-23,Coupang,California,Mountain View,Senior,On-Site,159000.0
2024-06-23,Riverside Research Institute,California,Mountain View,Manager,On-Site,200000.0
2024-06-23,Lawrence Livermore National Laboratory,California,Livermore,Mid-level,On-Site,181983.0
2024-06-23,Amazon.com Services Llc,California,San Diego,Mid-level,On-Site,136000.0
2024-06-23,Cytokinetics,California,South San Francisco,Senior,On-Site,195500.0
2024-06-23,Pony.ai,California,Fremont,Mid-level,On-Site,195000.0
2024-06-23,Walmart,California,San Bruno,Senior,On-Site,175500.0
